NU_INSCRICAO,TP_SEXO,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ESCOLA,TP_ENSINO,TP_DEPENDENCIA_ADM_ESC,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,MEDIA_GERAL
210059552700,Masculino,4,Parda,Não respondeu,NA,NA,1,1,1,1,510.4,609.5,504.5,546.5,500,B,D,B,B,5,534.18
210061881232,Feminino,4,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,G,E,D,4,0
210061570514,Feminino,4,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,D,B,4,0
210060145354,Feminino,7,Branca,Não respondeu,NA,NA,1,1,1,1,653,637.3,554.5,700.5,900,E,E,C,C,4,689.06
210060755647,Feminino,6,Parda,Não respondeu,NA,NA,1,1,1,1,386.4,356.4,480.3,494.6,460,B,E,A,A,3,435.54
210060281497,Feminino,1,Branca,Privada,Ensino Regular,Privada,1,1,1,1,637.9,667.9,654.7,734.8,960,G,G,E,E,4,731.06
210058449854,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,505.2,447.4,531.4,581.4,540,F,G,E,D,6,521.0799999999999
210061967058,Masculino,14,Branca,Não respondeu,NA,NA,1,1,1,1,568,677.1,716.7,676.1,600,F,F,E,E,3,647.58
210061520453,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,405.8,320.8,310.9,481.6,0,E,B,A,A,2,303.82
210058046604,Feminino,11,Parda,Pública,NA,Estadual,0,0,0,0,0,0,0,0,0,A,A,A,A,3,0
210060779163,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,523.1,512.6,427.5,533.6,220,F,E,E,D,3,443.36
210061020885,Feminino,15,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,H,F,F,3,0
210058454965,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,444.9,477.5,489.6,391.2,920,C,D,D,B,3,544.64
210060487547,Masculino,2,Branca,Pública,Ensino Regular,Privada,1,1,1,1,530.4,612,579.1,599.1,660,G,E,D,B,4,596.12
210059025246,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,622.2,570.2,504,709.1,860,B,C,C,D,2,653.1
210061262549,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,553.9,569,544,624.6,600,H,H,C,D,2,578.3
210061664177,Masculino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,A,A,A,3,0
210058593241,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,518.9,557.2,504.4,598.9,820,C,E,D,B,5,599.88
210058171153,Masculino,7,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,C,B,3,0
210061071466,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,464.6,391.4,447.7,458.5,600,A,A,A,A,2,472.44
210058798516,Feminino,2,Parda,Não respondeu,NA,NA,0,1,1,0,0,382.4,399.2,0,720,C,F,A,D,2,300.32
210060307806,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,522.6,564.3,555,628.4,500,F,F,E,D,4,554.06
210058507259,Masculino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,586.3,528.5,539.1,686.1,860,C,C,B,B,5,640
210061557318,Feminino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,614,550.5,598.5,510.2,880,E,F,B,E,2,630.64
210058657907,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,440.7,353.8,434.8,550.2,580,D,F,B,D,4,471.90000000000003
210059654734,Feminino,3,Preta,Pública,Ensino Regular,Federal,1,1,1,1,513.2,549,576,568.9,420,D,F,C,D,4,525.42
210059990349,Feminino,4,Branca,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,C,D,B,B,4,0
210059813691,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,457.3,446.2,439.7,582,480,H,H,F,F,2,481.04
210061205389,Masculino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,650.2,630.1,634.1,759.2,680,E,G,D,D,4,670.72
210060674807,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,527.7,459.8,512.5,345.3,540,B,B,A,A,5,477.06
210058591026,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,488.4,582.8,481.9,426.4,360,C,D,D,D,4,467.9
210059501874,Masculino,9,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,B,A,A,3,0
210060016215,Feminino,12,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,B,B,4,0
210059298510,Feminino,2,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,532.4,478.1,561.7,363.3,720,E,E,D,D,4,531.1
210060240877,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,593.2,533.2,546.2,546.4,660,E,G,D,A,3,575.8000000000001
210060550775,Feminino,5,Preta,Não respondeu,NA,NA,1,1,1,1,493.4,556.5,537.8,518.2,640,C,D,B,B,4,549.18
210058705623,Feminino,2,Branca,Não respondeu,NA,NA,0,1,1,0,0,525.5,522.4,0,520,E,E,F,F,3,313.58
210059050689,Feminino,3,Preta,Não respondeu,NA,NA,1,1,1,1,472.6,509.2,470.5,531.7,540,B,C,B,B,3,504.8
210061095918,Masculino,6,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,D,B,B,3,0
210058358013,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,406.4,515.2,479.4,375.6,460,E,E,B,B,4,447.32
210061170019,Feminino,11,Preta,Não respondeu,NA,NA,1,1,1,1,392,375.9,397.4,351.2,480,E,D,D,F,1,399.3
210059902753,Feminino,16,Parda,Não respondeu,NA,NA,1,1,1,1,479.7,491,452.7,395.2,420,E,E,D,B,6,447.71999999999997
210059291158,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,541.4,494.7,600.5,576.9,840,F,F,B,B,4,610.7
210061752139,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,562.6,605.4,568,611.3,820,D,E,C,B,4,633.46
210061583315,Masculino,6,Branca,Não respondeu,NA,NA,1,1,1,1,432.6,539.3,515,523.5,760,D,F,D,D,3,554.08
210060174491,Feminino,11,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,B,B,3,0
210061384160,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,482.6,554.7,506.1,338.5,620,D,E,A,C,5,500.38
210060661507,Masculino,12,Preta,Não respondeu,NA,NA,1,1,1,1,446.3,426.8,380.8,353.8,320,B,B,A,A,3,385.54
210060441564,Masculino,2,Parda,Pública,Educação Especial,NA,1,1,1,1,466.3,510.2,485.8,520.2,560,E,E,B,B,6,508.5
210061926765,Feminino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,A,A,A,A,4,0
210061543403,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,495.3,524.5,504.2,545,620,E,C,A,A,3,537.8
210059913994,Masculino,3,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,575,573.3,564.7,608.4,580,E,F,B,E,4,580.28
210059616239,Feminino,5,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,F,B,5,0
210060033227,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,438.7,556.3,519,612.4,880,E,F,B,E,5,601.28
210060993124,Feminino,1,Preta,Não respondeu,NA,NA,1,1,1,1,375.5,409.6,502.6,501.9,800,C,C,C,B,4,517.92
210061026655,Feminino,6,Branca,Não respondeu,NA,NA,1,1,1,1,662.7,697.3,640.8,751,960,D,D,F,B,4,742.36
210060588926,Feminino,7,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,F,B,5,0
210061611886,Masculino,3,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,D,C,A,B,6,0
210061274995,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,556.8,619.4,580.5,581.4,560,F,G,D,D,3,579.62
210061215373,Masculino,13,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,A,A,A,A,4,0
210058986419,Feminino,11,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,B,B,4,0
210058633257,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,474.5,572.9,607.8,578.6,680,G,E,D,D,5,582.76
210060536377,Feminino,8,Parda,Não respondeu,NA,NA,1,1,1,1,550.5,572.1,559.1,584.6,920,B,D,B,B,4,637.26
210059367638,Feminino,11,Parda,Não respondeu,NA,NA,1,1,1,1,662.5,676.1,676.5,675.3,960,E,G,D,D,6,730.08
210058365272,Feminino,4,Amarela,Não respondeu,NA,NA,1,1,1,1,561.3,612.8,594.1,640.1,740,F,F,D,D,3,629.66
210060787661,Feminino,9,Parda,Não respondeu,NA,NA,1,1,1,1,409,463.8,446.3,375.5,500,C,C,C,B,2,438.92
210060369696,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,603.7,587.9,589.4,720.1,920,D,E,C,B,3,684.22
210060180011,Masculino,2,Branca,Não respondeu,NA,NA,0,1,1,0,0,609,647.1,0,900,C,F,E,B,2,431.22
210060930177,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,567.7,642,556.2,569.6,280,E,E,B,B,4,523.1
210058199880,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,553,559.5,444.2,525.6,720,H,H,B,C,4,560.46
210059642614,Masculino,2,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,414.2,309.4,392.2,389.5,500,D,D,E,D,2,401.06
210059094523,Masculino,7,Parda,Não respondeu,NA,NA,1,1,1,1,444.6,579.7,576,675.7,760,B,E,A,A,6,607.2
210060292055,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,393,461.9,424.5,335.7,360,E,E,C,D,2,395.02
210058696586,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,707.1,610.8,627,894.7,760,F,G,D,D,4,719.92
210060178889,Feminino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,488.3,534.2,472,520.9,840,B,C,C,D,5,571.08
210059896970,Masculino,10,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,F,E,D,B,2,0
210059875429,Feminino,6,Parda,Não respondeu,NA,NA,1,1,1,1,385.9,478.2,431.7,395.8,540,B,B,A,A,4,446.32
210061370964,Masculino,14,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,F,F,3,0
210058639488,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,503.8,594.6,586.2,543.4,920,A,C,A,A,4,629.6
210058789880,Masculino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,465.9,425.6,474.2,488.7,700,E,F,F,C,4,510.88
210061532546,Feminino,1,Não declarado,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,B,B,5,0
210058559567,Feminino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,501.2,469.2,440.2,558.7,540,E,F,B,D,3,501.86
210060256157,Feminino,6,Parda,Não respondeu,NA,NA,1,1,1,1,351.1,457.7,470.2,343.3,360,B,B,A,A,2,396.46
210058945643,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,559.9,582.8,553.2,597.6,800,E,E,D,B,2,618.7
210059983946,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,411.1,457.4,435.1,479.5,780,C,D,A,C,2,512.62
210061609455,Masculino,6,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,F,A,3,0
210061144835,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,574.8,605.3,583.5,740.3,920,G,E,E,B,2,684.78
210058367195,Feminino,3,Branca,Pública,Ensino Regular,NA,0,1,1,0,0,455.2,514.1,0,400,E,E,D,B,6,273.86
210061908114,Feminino,12,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,A,A,A,A,4,0
210060902941,Feminino,2,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,H,E,A,F,4,0
210062025989,Masculino,8,Branca,Não respondeu,NA,NA,1,1,1,1,459.7,443.8,586.6,612.8,540,B,B,B,B,3,528.58
210059594132,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,472.2,492.8,535.9,564.6,880,E,E,B,B,4,589.1
210060309754,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,501.4,506.2,538.7,491.2,720,E,F,D,D,3,551.5
210060575601,Masculino,2,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,599.1,534.9,484.4,572,640,F,F,F,D,3,566.08
210059861564,Feminino,9,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,B,B,1,0
210058873751,Masculino,7,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,B,B,4,0
210060745150,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,528.1,559.8,473.6,551.2,840,E,D,D,D,5,590.54
210060914043,Feminino,11,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,A,B,7,0
210058049122,Masculino,6,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,C,C,B,5,0
210060164135,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,474.1,561.5,496.3,650.2,540,D,E,B,B,4,544.4200000000001
210058327228,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,531.1,568.7,578.5,737.9,620,E,E,C,B,5,607.24
210061910857,Masculino,5,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,E,E,D,D,5,0
210062050961,Feminino,5,Não declarado,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,A,A,B,A,6,0
210058192181,Masculino,8,Preta,Não respondeu,NA,NA,1,1,1,1,457.2,348.5,487.2,509.4,600,E,E,C,D,1,480.46
210061371491,Feminino,5,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,H,D,F,B,4,0
210059907057,Feminino,2,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,462.1,571.9,491.7,652.4,720,G,G,D,D,4,579.62
210059340139,Feminino,12,Parda,Não respondeu,NA,NA,1,1,1,1,488.2,524.3,494,532.8,700,H,E,F,B,5,547.86
210059536001,Feminino,5,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,B,B,5,0
210061247843,Masculino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,538.8,585.1,556.2,605.8,360,E,E,D,B,6,529.18
210058619990,Feminino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,442.1,584.9,531.5,440.1,500,H,H,B,B,7,499.72
210058341233,Feminino,3,Branca,Não respondeu,NA,NA,1,1,1,1,347.7,441.1,432.2,363.9,580,A,A,A,A,6,432.98
210060444937,Feminino,3,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,D,C,B,3,0
210058113556,Feminino,12,Parda,Não respondeu,NA,NA,1,1,1,1,401.5,441.2,452.6,456.6,520,D,D,A,A,5,454.38
210060617877,Masculino,8,Parda,Não respondeu,NA,NA,1,1,1,1,536.2,577,563.4,679.8,620,E,E,B,C,4,595.28
210058788771,Masculino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,460.9,357.6,527.1,479.7,640,E,E,D,F,3,493.06
210061591826,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,334.2,408,428.2,440.6,520,E,E,A,A,3,426.2
210061349771,Feminino,1,Parda,Não respondeu,NA,NA,0,1,1,0,0,609.9,544.7,0,660,G,G,D,D,3,362.92
210058832006,Feminino,4,Não declarado,Não respondeu,NA,NA,1,1,1,1,449.7,568.5,420.9,408.5,560,C,C,A,A,4,481.52
210059458508,Masculino,2,Amarela,Não respondeu,NA,NA,1,1,1,1,446.8,449.7,424.9,460,660,E,D,B,B,5,488.28
210058514310,Feminino,3,Preta,Não respondeu,NA,NA,1,1,1,1,548.6,615.9,616.1,631.8,660,H,E,E,D,2,614.48
210061634464,Feminino,1,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,G,E,E,2,0
210059128316,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,579.7,551.4,578,605.5,900,G,G,E,D,4,642.92
210060764030,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,506.2,503.5,584.2,510.8,920,C,D,C,A,3,604.94
210059092789,Feminino,7,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,C,B,B,6,0
210059205002,Feminino,11,Não declarado,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,C,B,1,0
210060371767,Masculino,6,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,C,C,2,0
210058897234,Masculino,13,Preta,Não respondeu,NA,NA,1,1,1,1,516.9,616,582.8,616.5,480,E,D,C,B,4,562.4399999999999
210060106271,Masculino,11,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,D,F,B,3,0
210062044937,Masculino,4,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,B,C,A,A,4,0
210060757995,Feminino,13,Parda,Não respondeu,NA,NA,1,1,1,1,442.6,527.1,437.4,521.1,440,A,B,A,A,5,473.64
210059180929,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,516.5,457.6,521.2,593.7,920,C,C,C,B,5,601.8000000000001
210058705279,Masculino,3,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,544.6,569.8,579.8,649,580,D,E,B,B,4,584.64
210058299942,Masculino,4,Preta,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,B,B,C,B,4,0
210060741380,Feminino,6,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,B,C,B,4,0
210059991328,Feminino,6,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,F,B,2,0
210061246067,Feminino,10,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,A,B,4,0
210061388997,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,453.7,510.8,489.6,472.4,640,H,H,F,F,5,513.3
210059948565,Masculino,18,Branca,Não respondeu,NA,NA,1,1,1,1,620.4,621.1,564.5,765.7,440,E,F,D,D,5,602.34
210058404218,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,567,521.3,545.5,635.4,560,E,E,F,F,5,565.84
210062036876,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,465.4,544.8,592.9,512.1,800,E,F,E,D,3,583.04
210061115073,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,325.4,523.1,502.4,347,720,E,F,A,B,4,483.58
210058256717,Feminino,6,Branca,Pública,NA,NA,1,1,1,1,421.5,402.7,418.1,583.1,380,B,D,F,B,5,441.08
210059543116,Feminino,14,Parda,Não respondeu,NA,NA,1,1,1,1,402.3,307,389.2,361,540,B,B,C,B,3,399.9
210058748289,Feminino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,413.1,464.2,397.5,422.1,340,B,H,B,B,4,407.38
210061328336,Feminino,3,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,B,F,4,0
210061893109,Feminino,1,Branca,Não respondeu,NA,NA,0,1,1,0,0,607.7,572.5,0,860,D,F,D,D,4,408.04
210061635119,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,495,580.9,608.5,695.5,560,E,G,D,D,5,587.98
210060932148,Feminino,12,Branca,Não respondeu,NA,NA,1,1,1,1,425.5,524.6,514.7,392.6,460,E,E,D,D,7,463.48
210059555169,Feminino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,F,C,C,3,0
210059273666,Feminino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,F,A,A,4,0
210059293117,Masculino,1,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,G,E,E,4,0
210058807212,Feminino,6,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,D,D,4,0
210060803316,Masculino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,539.9,307.1,302.5,563.1,620,H,H,F,F,3,466.52
210059310292,Feminino,11,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,C,D,3,0
210060994489,Masculino,6,Branca,Não respondeu,NA,NA,1,1,1,1,482.3,561.5,472.9,660.1,900,E,A,F,F,5,615.36
210059382143,Feminino,9,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,F,B,B,5,0
210061522460,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,596.2,647.8,613,715.4,840,E,E,D,B,2,682.48
210058489945,Masculino,5,Branca,Não respondeu,NA,NA,1,1,1,1,559.8,619.4,560,617.2,880,B,E,A,A,4,647.28
210059083482,Feminino,3,Branca,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,B,B,C,B,4,0
210059785602,Masculino,1,Não declarado,Não respondeu,NA,NA,1,1,1,1,536.6,613,551,663.4,840,G,G,E,D,4,640.8
210059373257,Feminino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,535.6,561.9,579.8,342.4,600,C,E,C,C,4,523.9399999999999
210059339434,Feminino,2,Preta,Não respondeu,NA,NA,0,1,1,0,0,402.7,485.3,0,680,A,A,F,F,6,313.6
210060311162,Feminino,17,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,C,A,2,0
210061471850,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,538.5,482.8,558.2,437.2,620,B,B,A,A,5,527.34
210058800950,Feminino,9,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,A,A,4,0
210061318118,Masculino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,B,B,3,0
210061952689,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,603.7,674.2,623.6,590.5,780,G,G,D,D,5,654.4
210059303900,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,472.7,408.3,457,488.5,400,C,E,B,B,4,445.3
210059730432,Masculino,4,Branca,Não respondeu,NA,NA,1,1,1,1,648.7,588.4,589.7,730.4,920,E,E,C,A,1,695.44
210061426152,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,388.2,441.6,386.8,386.7,520,E,E,C,B,2,424.66
210058394366,Feminino,4,Preta,Não respondeu,NA,NA,1,1,1,1,385.1,481.5,476.7,424.2,540,B,C,A,A,10,461.5
210059658609,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,406,575.1,551.9,570.9,860,D,C,A,A,2,592.78
210059301626,Feminino,3,Branca,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,E,H,C,B,4,0
210060032389,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,370.2,634.2,586.4,518.2,0,H,H,C,B,5,421.8
210061031961,Masculino,4,Parda,Não respondeu,NA,NA,1,1,1,1,601.2,606.2,592.3,745.6,840,E,E,D,B,4,677.0600000000001
210061641621,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,517.4,552.8,548.6,506.8,740,F,F,B,B,5,573.12
210059427555,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,420.7,409.7,445.5,382.5,0,H,E,F,F,5,331.68
210061578142,Masculino,10,Parda,Pública,NA,NA,1,1,1,1,536.7,488.9,420.5,441.7,460,B,B,A,A,8,469.56
210058283618,Masculino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,A,B,5,0
210060738035,Masculino,7,Branca,Não respondeu,NA,NA,1,1,1,1,631.5,635,611.2,701.8,700,C,D,C,D,5,655.9
210060080499,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,513.6,546.3,550.4,624.5,720,D,E,D,D,3,590.96
210058555789,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,414.9,459.7,420.5,438.3,680,B,C,A,A,7,482.68
210061239363,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,541.5,511.4,527.3,547.4,460,C,E,F,F,4,517.52
210060843445,Masculino,9,Branca,Não respondeu,NA,NA,1,1,1,1,418.2,616.3,599,499.3,600,H,H,A,B,5,546.56
210059800193,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,449.5,582.5,582.2,656.6,640,B,G,A,D,3,582.16
210058398051,Feminino,3,Preta,Pública,Ensino Regular,NA,1,1,1,1,499.2,476.6,446.9,385.4,400,H,H,C,F,5,441.62
210060942331,Masculino,8,Branca,Não respondeu,NA,NA,1,1,1,1,0,513.9,547.6,0,0,E,B,C,B,3,212.3
210059605584,Feminino,11,Preta,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,D,C,C,A,2,0
210061233661,Masculino,2,Branca,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,H,D,A,B,8,0
210059201088,Feminino,10,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,C,D,C,3,0
210061430046,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,462.2,498.5,480.3,510.2,940,E,E,E,D,4,578.24
210060392380,Feminino,11,Parda,Não respondeu,NA,NA,0,1,1,0,0,547.8,456.9,0,680,B,F,C,B,2,336.94
210059009063,Feminino,11,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,F,B,5,0
210059786807,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,526.6,514.5,514.7,558.5,940,A,B,A,B,3,610.86
210058395528,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,399.2,509.3,462.8,342.4,760,A,A,C,B,5,494.74
210059122301,Masculino,2,Parda,Não respondeu,NA,NA,1,1,1,1,466.8,504.4,498.7,537.6,340,H,E,F,B,5,469.5
210059724807,Feminino,4,Parda,Pública,Ensino Regular,NA,1,1,1,1,387.3,475.1,525.5,469.7,460,F,B,B,B,5,463.52
210059400641,Masculino,5,Branca,Não respondeu,NA,NA,1,1,1,1,629,615.5,590.9,707.2,880,F,E,C,B,2,684.52
210060972543,Masculino,2,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,A,A,3,0
210060530334,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,421.2,558,498.3,431.8,0,C,E,A,A,4,381.86
210059948266,Masculino,13,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,A,B,A,C,1,0
210061061449,Feminino,12,Preta,Não respondeu,NA,NA,1,1,1,1,433.2,524,468.1,581.6,560,A,A,A,A,4,513.38
210060133710,Masculino,4,Branca,Não respondeu,NA,NA,1,1,1,1,544.6,506.1,538,652.9,360,E,E,C,D,4,520.32
210059990951,Masculino,6,Preta,Não respondeu,NA,NA,1,1,1,1,477.5,565.1,612.8,687.3,820,E,C,C,B,4,632.54
210058354528,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,698.1,664,626.4,741.5,660,E,D,C,D,4,678
210059584738,Masculino,3,Parda,Privada,Ensino Regular,NA,1,1,1,1,436.1,506.9,454.8,544.6,720,G,D,D,B,3,532.48
210061322359,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,498.9,372.9,434.9,379.4,340,A,B,D,D,5,405.21999999999997
