NU_INSCRICAO,TP_SEXO,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ESCOLA,TP_ENSINO,TP_DEPENDENCIA_ADM_ESC,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,MEDIA_GERAL
210060932183,Feminino,7,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,B,B,4,0
210060315277,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,453.3,479.2,494.4,451.1,380,C,C,B,B,2,451.6
210058230797,Feminino,5,Preta,Não respondeu,NA,NA,1,1,1,1,422.2,491.7,496.4,421,620,D,G,B,D,4,490.26
210058673691,Masculino,6,Parda,Não respondeu,NA,NA,1,1,1,1,716.3,700.5,721.3,817.1,820,F,F,E,D,3,755.04
210058732193,Feminino,9,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,F,B,2,0
210059196628,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,545.6,595.7,552.1,662.2,800,E,E,B,B,3,631.12
210059717034,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,554.7,572.2,584.2,633.5,700,F,G,C,D,4,608.9200000000001
210061952164,Masculino,3,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,B,B,5,0
210060981620,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,486.8,597,580.2,718.8,800,H,E,C,B,2,636.56
210058306874,Feminino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,E,D,B,3,0
210058528574,Masculino,13,Branca,Não respondeu,NA,NA,1,1,1,1,669.9,680.7,630.3,958.6,660,D,B,C,B,4,719.9
210059228485,Feminino,8,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,F,B,2,0
210060645646,Masculino,12,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,F,E,F,D,3,0
210059319269,Feminino,13,Parda,Não respondeu,NA,NA,1,1,1,1,540.8,529.7,540.9,578.8,960,A,A,A,A,3,630.04
210058073488,Masculino,3,Branca,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,H,G,D,D,3,0
210059885126,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,595.1,617.4,558.2,590.1,800,G,E,E,D,3,632.16
210061267071,Feminino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,465.7,479.3,434.1,532.8,620,E,E,A,B,5,506.38
210060429618,Masculino,13,Parda,Não respondeu,NA,NA,1,1,1,1,505.1,354.7,396.6,367.1,320,H,H,F,F,4,388.7
210059273754,Masculino,11,Branca,Não respondeu,NA,NA,1,1,1,1,383.4,461.1,463.1,389.5,280,D,E,B,B,4,395.42
210062017916,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,463.8,520.7,497.3,487.5,540,F,H,D,B,6,501.86
210059137217,Feminino,3,Preta,Pública,Ensino Regular,NA,1,1,1,1,453.6,470.3,564.1,360.3,660,B,B,A,A,3,501.66
210058276492,Masculino,2,Branca,Não respondeu,NA,NA,1,1,1,1,575,607.1,562.7,471.1,580,F,E,D,B,3,559.1800000000001
210059126231,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,484.3,528.6,499.4,471.3,480,H,E,F,A,4,492.72
210061320238,Feminino,3,Parda,Pública,Ensino Regular,Privada,1,1,1,1,581.9,624.4,658.8,727.9,900,F,E,D,B,3,698.6
210060233493,Masculino,2,Branca,Não respondeu,NA,NA,1,1,1,1,427.8,557.5,540.6,383.7,660,E,E,B,B,4,513.92
210060912250,Feminino,5,Não declarado,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,A,B,C,F,6,0
210061635584,Feminino,7,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,C,B,4,0
210059787494,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,430.1,497.1,549.7,534.9,660,E,E,B,B,4,534.36
210059684522,Masculino,5,Preta,Não respondeu,NA,NA,1,1,1,1,602.5,302.6,502,577.2,620,G,F,B,D,4,520.86
210060087186,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,548.2,483.1,533.6,467.9,580,E,E,A,A,6,522.5600000000001
210060065912,Feminino,5,Não declarado,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,F,F,3,0
210061527162,Feminino,5,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,C,D,3,0
210060620283,Feminino,1,Preta,Não respondeu,NA,NA,1,1,1,1,451.5,475.7,351.6,384.8,600,B,C,A,A,4,452.72
210059951820,Feminino,8,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,C,C,3,0
210060604525,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,411.8,321,335.5,395.5,320,B,B,B,B,2,356.76
210059855654,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,536.6,536.5,435.1,584.3,660,G,G,B,B,4,550.5
210061547484,Feminino,11,Não declarado,Não respondeu,NA,NA,1,1,1,1,647.5,696.4,635.6,758.1,920,D,G,B,D,2,731.52
210061992435,Masculino,2,Preta,Não respondeu,NA,NA,1,1,1,1,390.4,584.8,506.3,413.7,300,E,E,B,B,4,439.03999999999996
210061296618,Masculino,6,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,F,D,D,4,0
210060758643,Masculino,10,Branca,Não respondeu,NA,NA,0,1,1,0,0,369.2,370.9,0,700,E,D,C,B,4,288.02
210059582230,Masculino,3,Branca,Pública,Ensino Regular,Privada,1,1,1,1,622.4,559.8,498.4,588.3,920,F,G,E,E,3,637.78
210060960154,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,552.5,584.8,588.9,660.7,620,H,E,F,B,3,601.38
210061933467,Masculino,6,Branca,Não respondeu,NA,NA,1,1,1,1,492,608,601.7,505.7,600,H,E,F,D,4,561.48
210058837412,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,519,512.7,509.7,545.6,360,D,F,B,F,4,489.40000000000003
210060121579,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,486.9,407.9,477.2,554.8,760,D,D,A,A,3,537.36
210060479033,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,654.5,617.7,636.8,682.9,960,E,F,D,D,2,710.38
210060668229,Masculino,7,Branca,Não respondeu,NA,NA,1,1,1,1,616.6,671.4,605.6,717.6,900,B,B,D,D,5,702.24
210061932148,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,637.4,538.9,534.6,812.2,920,G,G,D,D,4,688.62
210058474464,Feminino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,B,B,1,0
210061839706,Feminino,3,Branca,Pública,Ensino Regular,Estadual,0,1,1,0,0,427.3,438.8,0,540,B,B,A,A,4,281.22
210058271698,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,528.7,501.8,542,537.8,660,E,H,F,B,5,554.06
210060335538,Masculino,5,Preta,Não respondeu,NA,NA,1,1,1,1,560.9,548,537.2,533,780,B,C,A,A,3,591.82
210059017881,Masculino,5,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,F,B,3,0
210061795587,Masculino,1,Preta,Não respondeu,NA,NA,1,1,1,1,528.4,595.4,516.7,604.3,660,D,F,A,A,2,580.96
210058824930,Feminino,6,Parda,Não respondeu,NA,NA,1,1,1,1,392.2,388.6,419.9,345.4,540,B,E,A,A,6,417.21999999999997
210059261401,Feminino,4,Amarela,Pública,Ensino Regular,Estadual,1,1,1,1,460.5,521.4,498,438.8,600,H,B,C,B,3,503.74
210059342657,Masculino,13,Parda,Não respondeu,NA,NA,1,1,1,1,468.9,384.6,511.4,419.4,280,F,F,E,D,3,412.86
210060595799,Masculino,9,Preta,Não respondeu,NA,NA,1,1,1,1,443.3,467,501.1,368.6,240,H,C,F,B,1,404
210059457445,Feminino,3,Indígena,Pública,Ensino Regular,NA,1,1,1,1,556.8,533.1,540.2,525.5,600,B,C,A,A,4,551.12
210060657598,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,386.3,515.6,510.2,459.7,460,C,B,A,A,3,466.36
210059307705,Feminino,9,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,B,F,B,1,0
210061551960,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,434.4,440.3,482.8,460.8,660,D,D,C,B,3,495.66
210061431742,Feminino,13,Branca,Não respondeu,NA,NA,1,1,1,1,470.8,473.3,449.6,386.9,360,B,A,A,A,2,428.12
210059081117,Masculino,13,Branca,Não respondeu,NA,NA,1,1,1,1,516.8,564.4,514.7,511.2,380,C,E,C,F,4,497.42
210061123793,Masculino,6,Branca,Não respondeu,NA,NA,1,1,1,1,460.9,449.3,526.5,333.9,640,E,D,C,D,3,482.12
210059454195,Masculino,15,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,H,C,F,3,0
210058761251,Masculino,3,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,D,D,4,0
210059701730,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,0,450.6,392.5,0,0,D,E,A,A,5,168.62
210060566100,Feminino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,G,E,B,1,0
210062010280,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,494.3,450,502.9,484.5,600,E,E,C,B,3,506.34
210059252847,Feminino,3,Branca,Não respondeu,NA,NA,0,1,1,0,0,368.4,379.6,0,640,E,F,E,E,3,277.6
210061313772,Masculino,9,Preta,Não respondeu,NA,NA,1,1,1,1,490.1,531.7,497.3,409,680,B,B,C,B,3,521.62
210058975597,Feminino,11,Parda,Não respondeu,NA,NA,1,1,1,1,461.1,529.8,470.2,457.3,600,B,B,C,B,8,503.68
210059073322,Masculino,16,Parda,Não respondeu,NA,NA,1,1,1,1,624.6,594.1,556.7,720,500,C,F,F,D,3,599.08
210058336175,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,422.8,523.9,544.9,507,460,H,D,C,F,5,491.71999999999997
210058530273,Feminino,7,Parda,Não respondeu,NA,NA,1,1,1,1,507.9,587,557.2,365.4,960,E,E,C,B,7,595.5
210058937172,Feminino,4,Amarela,Pública,Ensino Regular,Estadual,1,1,1,1,442.1,335.6,308.1,517.6,0,H,E,C,C,5,320.68
210061593509,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,525.9,648.4,595.8,690.2,840,G,G,D,D,2,660.06
210060968692,Feminino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,D,B,B,3,0
210061404952,Feminino,3,Branca,Não respondeu,NA,NA,1,1,1,1,439,460.8,460.1,367.7,460,G,G,D,D,4,437.52
210061950153,Masculino,3,Parda,Privada,Ensino Regular,Privada,1,1,1,1,472.4,507.2,512.7,538,600,D,D,C,B,3,526.06
210060028305,Masculino,9,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,C,B,1,0
210061370055,Feminino,4,Parda,Pública,Ensino Regular,Federal,1,1,1,1,576.8,566.9,621.1,690.5,940,E,E,F,A,3,679.06
210058465800,Masculino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,464.1,584.4,555.1,521.5,660,E,E,C,C,5,557.02
210059075851,Masculino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,E,D,B,4,0
210059832761,Feminino,9,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,B,B,2,0
210059335085,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,443.8,501.1,508.4,405.7,480,B,B,A,A,4,467.8
210059883484,Feminino,3,Parda,Privada,Ensino Regular,Privada,1,1,1,1,629.7,578.1,612.6,724.2,920,E,G,F,E,3,692.9200000000001
210058194547,Masculino,4,Preta,Não respondeu,NA,NA,1,1,1,1,506,624,554.6,632,840,E,E,D,B,3,631.32
210059097508,Feminino,2,Não declarado,Pública,Ensino Regular,Estadual,1,1,1,1,402.6,454.4,467,383.9,560,D,D,B,A,3,453.58
210059635360,Feminino,7,Parda,Não respondeu,NA,NA,1,1,1,1,397.7,453.6,465.3,409.7,920,H,H,A,B,2,529.26
210058345247,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,493.1,515.7,495.8,338.3,720,E,E,B,A,3,512.58
210059384638,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,422.1,467.5,592,627.7,560,E,G,D,D,2,533.86
210058335252,Feminino,11,Preta,Não respondeu,NA,NA,1,1,1,1,536.9,628.6,659.5,618.5,720,E,F,B,D,3,632.7
210059378558,Feminino,5,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,A,A,4,0
210062004204,Masculino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,413.5,412,437.7,443.9,0,B,D,A,A,4,341.42
210061178087,Masculino,4,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,D,C,C,C,5,0
210058539742,Masculino,15,Parda,Não respondeu,NA,NA,1,1,1,1,544.6,613.3,556.4,372.1,620,B,D,B,D,2,541.28
210059882355,Feminino,2,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,452.9,471.2,460.7,506.5,420,H,B,F,B,3,462.26
210058672232,Masculino,3,Parda,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,E,E,C,F,2,0
210058820802,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,570,518.9,547,672.4,780,G,G,E,B,4,617.66
210058805555,Masculino,4,Parda,Pública,NA,Estadual,1,1,1,1,341.5,357.1,353.6,391.6,0,B,B,A,A,3,288.76
210059086689,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,523.1,536.4,569.1,539.7,600,E,E,C,B,5,553.66
210059885178,Masculino,4,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,C,B,5,0
210061862196,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,528.5,659.1,597.8,631.4,860,G,G,D,D,3,655.36
210059800662,Feminino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,515.8,613.4,631.8,652.1,940,G,E,D,D,4,670.62
210058850784,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,444.8,450,396.2,331.2,0,E,A,F,F,1,324.44
210060858884,Feminino,4,Indígena,Não respondeu,NA,NA,1,1,1,1,410.4,416.2,431,409.7,440,B,D,A,A,4,421.46
210062000384,Masculino,11,Não declarado,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,D,F,B,2,0
210059526716,Feminino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,C,B,2,0
210061882958,Feminino,13,Parda,Não respondeu,NA,NA,1,1,1,1,421.7,462.4,497.6,413.1,460,B,B,B,B,5,450.96
210059933880,Feminino,4,Preta,Pública,Ensino Regular,NA,1,1,1,1,452.1,413.9,484.6,431.4,300,C,E,C,B,5,416.4
210058787647,Masculino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,524.9,590.6,563.3,582.3,900,D,F,A,A,5,632.22
210058217604,Feminino,11,Parda,Não respondeu,NA,NA,1,1,1,1,425,511.3,467,406.7,440,D,E,B,B,3,450
210060440671,Masculino,2,Preta,Não respondeu,NA,NA,1,1,1,1,572.4,346.5,395.9,531,820,H,D,F,B,4,533.16
210058165626,Feminino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,A,A,3,0
210059516576,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,463,516.9,517.5,645.9,580,G,E,F,B,3,544.66
210061064604,Masculino,11,Branca,Não respondeu,NA,NA,1,1,1,1,610.4,620.1,606.5,709.7,520,E,G,C,D,3,613.34
210060996575,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,634.6,684.6,658.7,776.6,900,E,G,D,D,4,730.9
210061767632,Masculino,6,Branca,Pública,NA,Privada,1,1,1,1,405.2,420.4,485.3,527.2,580,B,F,C,B,3,483.62
210059396354,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,394.9,494.4,490.1,362.9,540,C,E,F,B,4,456.46
210058795905,Feminino,1,Amarela,Não respondeu,NA,NA,1,1,1,1,553.1,588.8,613.6,605.5,760,F,F,D,D,3,624.2
210060137920,Masculino,1,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,B,B,B,2,0
210059721136,Masculino,3,Branca,Privada,Ensino Regular,NA,1,1,1,1,454.2,456.3,477.8,366.1,420,D,F,F,B,5,434.88
210060842002,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,395.1,532.8,458.1,370,520,B,B,B,B,6,455.2
210059397550,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,402.2,430.5,428.5,543.6,840,A,B,A,B,7,528.96
210058891240,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,468.8,610.7,526.5,753.9,360,G,F,E,E,3,543.98
210060565567,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,538.3,595.4,563.2,667.3,560,E,E,D,F,4,584.84
210061223752,Masculino,2,Amarela,Não respondeu,NA,NA,1,1,1,1,576.9,624.6,606.9,686.3,780,F,G,D,D,4,654.9399999999999
210058518701,Feminino,13,Preta,Não respondeu,NA,NA,1,1,1,1,469.5,547.3,387.5,427.6,540,B,B,C,F,3,474.38
210058355306,Masculino,2,Preta,Não respondeu,NA,NA,1,1,1,1,462.7,535.4,483.4,540.3,600,E,E,C,B,3,524.36
210058234277,Masculino,5,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,D,D,B,A,3,0
210058791845,Feminino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,522.8,578.5,550.6,563.7,620,B,C,B,A,4,567.12
210058858314,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,399.7,461.9,393.6,355.3,360,E,E,B,B,3,394.1
210061688668,Feminino,8,Branca,Pública,NA,Estadual,0,0,0,0,0,0,0,0,0,B,H,A,A,2,0
210061515221,Masculino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,F,C,D,2,0
210059491855,Feminino,13,Parda,Não respondeu,NA,NA,1,1,1,1,611.7,576.2,550.9,394,780,C,B,C,F,3,582.5600000000001
210059601081,Feminino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,B,B,4,0
210059464574,Masculino,8,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,D,A,B,7,0
210059282134,Feminino,7,Parda,Não respondeu,NA,NA,1,1,1,1,520.1,561.6,533,579.8,380,F,F,D,D,6,514.9
210058305621,Masculino,8,Parda,Não respondeu,NA,NA,1,1,1,1,477.5,525.4,517.1,374.2,600,F,G,D,D,5,498.84
210060000924,Masculino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,B,B,5,0
210059783806,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,421.6,482.8,493.6,496.5,360,E,G,D,E,4,450.90000000000003
210060018002,Masculino,14,Não declarado,Não respondeu,NA,NA,1,1,1,1,329.5,343.2,508,375.8,440,C,C,C,C,3,399.3
210058958814,Feminino,3,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,B,E,C,B,4,0
210058109493,Feminino,3,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,F,C,C,3,0
210061708628,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,482,571.1,552.3,556.1,920,G,E,D,B,4,616.3
210059131615,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,374.8,438,481.5,357.6,500,E,F,B,D,4,430.38
210058939118,Feminino,9,Parda,Não respondeu,NA,NA,1,1,1,1,424.3,472.9,474,367.2,600,B,B,A,A,7,467.68
210061256113,Feminino,2,Parda,Não respondeu,NA,NA,0,1,1,0,0,373,410,0,700,G,G,D,D,2,296.6
210058727591,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,421,448.3,406.8,385.7,320,D,D,C,B,5,396.36
210060495649,Feminino,2,Parda,Privada,Ensino Regular,NA,1,1,1,1,511.9,586.8,567.6,577.5,940,F,F,D,D,4,636.76
210061517779,Feminino,10,Preta,Não respondeu,NA,NA,1,1,1,1,441.3,470.8,426.2,428.1,760,B,B,A,A,4,505.28000000000003
210061452227,Masculino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,F,D,3,0
210058263173,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,534.6,598.6,593.6,621.5,600,F,F,D,C,4,589.66
210058763567,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,475.8,567.8,452.4,644.4,680,G,F,D,D,6,564.0799999999999
210060229608,Feminino,6,Branca,Não respondeu,NA,NA,1,1,1,1,475.5,573.4,520.5,398.6,520,C,C,A,A,3,497.6
210058099064,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,479.7,552.1,571.4,497.1,620,E,E,C,D,3,544.06
210058454791,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,436.6,621.3,557.1,564.3,820,E,G,F,D,4,599.86
210061558240,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,569,670.7,617.6,580.9,700,D,F,B,D,4,627.64
210058689968,Feminino,1,Não declarado,Não respondeu,NA,NA,1,1,1,1,341.6,349.5,302.8,367.5,300,B,B,A,A,6,332.28000000000003
210060710910,Feminino,1,Parda,Pública,Ensino Regular,NA,1,1,1,1,527.2,568.3,597.2,604.5,900,D,E,C,B,6,639.44
210060562923,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,434.3,527.2,498.2,392.9,800,B,C,C,B,6,530.52
210061447727,Masculino,6,Branca,Não respondeu,NA,NA,1,1,1,1,414.5,513.1,477,530.7,800,D,D,C,B,2,547.0600000000001
210062032784,Feminino,6,Branca,Não respondeu,NA,NA,1,1,1,1,443.9,594.2,563.5,429.6,820,H,D,F,C,3,570.24
210059718418,Masculino,3,Parda,Pública,Ensino Regular,Federal,1,1,1,1,348,516.4,536.5,624,320,E,E,B,C,4,468.98
210059782987,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,654.2,684.4,664.5,772.7,900,E,E,D,D,3,735.16
210058722172,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,535.2,506.9,557,451,860,H,F,A,D,3,582.02
210058781901,Feminino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,C,B,C,3,0
210058185431,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,612.7,598.6,577,676.4,700,E,E,C,F,2,632.94
210060391243,Feminino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,468.2,355.4,518.6,570.5,560,H,H,D,D,4,494.54
210060783964,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,629.8,622.1,650.8,690.8,920,G,G,E,D,4,702.6999999999999
210060848136,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,395.3,483.6,419,657.2,640,C,C,A,A,3,519.02
210059397763,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,507.2,496,507.8,380.8,560,E,H,F,F,5,490.36
210059830777,Feminino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,585.6,652.6,609.5,693.8,860,F,E,F,F,3,680.3
210060155523,Feminino,7,Parda,Não respondeu,NA,NA,1,1,1,1,513.5,618.6,557.8,574.4,920,B,E,C,B,3,636.86
210059877036,Feminino,11,Não declarado,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,B,B,4,0
210058587480,Masculino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,579.4,595,556.5,691.7,940,D,D,A,A,7,672.52
210059709994,Masculino,12,Parda,Não respondeu,NA,NA,1,1,1,1,604.6,683.4,604.4,638.1,520,H,E,F,B,3,610.1
210060015718,Feminino,11,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,C,B,B,4,0
210060952074,Masculino,5,Parda,Não respondeu,NA,NA,1,1,1,1,486.5,388.5,308.4,342.2,540,E,E,A,B,2,413.12
210058831704,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,425.5,481.3,446.2,376.4,420,E,E,B,D,5,429.88
210061832111,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,529.4,548.8,598.4,759.7,600,E,E,B,D,4,607.26
210062014539,Feminino,2,Indígena,Pública,Ensino Regular,NA,1,1,1,1,341.3,457.4,449.5,409.6,600,B,B,A,A,3,451.56
210058525292,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,351.8,351.4,380.3,333.3,300,H,H,F,F,4,343.36
210060595837,Feminino,13,Parda,Não respondeu,NA,NA,1,1,1,1,407.6,482.6,304.7,337.2,700,E,D,B,B,5,446.42
210060487004,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,611.6,585.4,610.9,716,900,E,F,D,C,4,684.78
210060343358,Feminino,13,Branca,Não respondeu,NA,NA,0,1,1,0,0,566.7,513.7,0,440,B,B,B,B,5,304.08000000000004
210060891491,Feminino,12,Branca,Não respondeu,NA,NA,1,1,1,1,557.2,510,617.7,674.2,600,D,D,D,F,2,591.82
210058040391,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,456.3,457.3,486.7,537.1,900,E,F,C,F,2,567.48
210061036018,Feminino,9,Branca,Não respondeu,NA,NA,1,1,1,1,514.7,613.9,565.9,525.7,560,B,C,A,B,3,556.04
210061427929,Feminino,12,Parda,Não respondeu,NA,NA,1,1,1,1,431.3,538.8,465.8,498.4,0,C,D,C,B,4,386.86
210061292986,Masculino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,448.8,518.1,529,656.8,580,A,B,A,F,3,546.54
210060087893,Feminino,4,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,B,B,4,0
210059623208,Masculino,3,Branca,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,A,C,A,A,4,0
210061424669,Feminino,3,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,485,490.9,500.4,552.6,800,H,H,A,F,5,565.78
210060927079,Masculino,7,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,D,F,B,4,0
210058193624,Masculino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,496.2,550.4,583.1,665.4,880,E,E,B,B,4,635.02
210060165468,Feminino,4,Preta,Não respondeu,NA,NA,1,1,1,1,548.4,582.4,618.3,524.3,720,C,B,A,A,7,598.68
210062014035,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,348.9,295.9,412,377.8,320,E,D,A,A,4,350.92
210060215333,Feminino,4,Parda,Pública,Ensino Regular,Estadual,0,1,1,0,0,386.8,447.9,0,580,B,G,C,B,2,282.94
210060696207,Masculino,4,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,B,E,4,0
210061600075,Masculino,3,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,A,B,3,0
210058057001,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,513.5,556.6,582.8,400.1,680,D,D,C,B,4,546.6
